journal,value
International Journal of Educational Psychology,0
International Journal of Educational Reform,0
International Journal of Educational Research,0
International Journal of Educational Research and Innovation,0
International Journal of Educational Research Open,0
International Journal of Educational Technology in Higher Education,1
International Journal of E-Entrepreneurship and Innovation,0
International Journal of E-Health and Medical Communications,0
International Journal of Electric and Hybrid Vehicles,0
International Journal of Electrical and Computer Engineering,0
International Journal of Electrical and Computer Engineering Systems,0
International Journal of Electrical and Electronic Engineering and Telecommunications,0
International Journal of Electrical and Electronics Research,0
International Journal of Electrical Engineering,0
International Journal of Electrical Engineering and Education,0
International Journal of Electrical Engineering and Technology,0
International Journal of Electrical Power and Energy Systems,0
International Journal of Electronic Business,0
International Journal of Electronic Commerce,0
International Journal of Electronic Commerce Studies,0
International Journal of Electronic Customer Relationship Management,0
International Journal of Electronic Finance,0
International Journal of Electronic Governance,0
International Journal of Electronic Government Research,1
International Journal of Electronic Marketing and Retailing,0
International Journal of Electronic Security and Digital Forensics,0
International Journal of Electronics,0
International Journal of Electronics and Telecommunications,0
International Journal of Electronics Letters,0
International Journal of Embedded and Real-Time Communication Systems,1
International Journal of Embedded Systems,1
International Journal of Emergency Management,0
International Journal of Emergency Services,0
International Journal of Emerging Markets,0
International Journal of Emerging Technologies in Learning,1
International Journal of Emerging Technology and Advanced Engineering,1
International Journal of Emerging Trends in Engineering Research,1
International Journal of Emotional Education,0
International Journal of Empirical Economics,0
International Journal of Endocrinology,0
International Journal of Energetic Materials and Chemical Propulsion,0
International Journal of Energy Economics and Policy,0
International Journal of Energy for a Clean Environment,0
International Journal of Energy Production and Management,0
International Journal of Energy Sector Management,0
International Journal of Energy Technology and Policy,0
"International Journal of Energy, Environment and Economics",0
International Journal of Engine Research,0
International Journal of Engineering and Advanced Technology,1
International Journal of Engineering and Technology,1
International Journal of Engineering and Technology (UAE),1
International Journal of Engineering and Technology Innovation,1
International Journal of Engineering Business Management,1
International Journal of Engineering Education,0
International Journal of Engineering Pedagogy,0
International Journal of Engineering Research and Technology,1
International Journal of Engineering Research in Africa,1
International Journal of Engineering Science,0
International Journal of Engineering Systems Modelling and Simulation,1
International Journal of Engineering Transactions C: Aspects,0
International Journal of Engineering Trends and Technology,0
"International Journal of Engineering, Science and Information Technology",0
"International Journal of Engineering, Transactions A: Basics",0
"International Journal of Engineering, Transactions B: Applications",0
International Journal of English Language and Literature Studies,0
International Journal of English Studies,0
International Journal of Enterprise Information Systems,1
International Journal of Enterprise Network Management,0
International Journal of Entrepreneurial Behaviour and Research,0
International Journal of Entrepreneurial Venturing,0
International Journal of Entrepreneurship,0
International Journal of Entrepreneurship and Innovation,0
International Journal of Entrepreneurship and Innovation Management,0
International Journal of Entrepreneurship and Small Business,0
International Journal of Environment and Health,0
International Journal of Environment and Sustainable Development,0
"International Journal of Environment, Engineering and Education",0
"International Journal of Environment, Workplace and Employment",0
International Journal of Environmental and Science Education,0
International Journal of Environmental Impacts,0
"International Journal of Environmental, Cultural, Economic and Social Sustainability",0
International Journal of E-Planning Research,0
International Journal of E-Services and Mobile Applications,0
International Journal of Ethics and Systems,0
International Journal of Eurasian Linguistics,0
International Journal of Euro-Mediterranean Studies,0
International Journal of Evaluation and Research in Education,0
International Journal of Event and Festival Management,0
International Journal of Evidence and Proof,0
